compound_id,mp_id,formula,bond_type,family,theoretical,energy_above_hull_eV_at,spacegroup_symbol,is_metal,formation_energy_per_atom,icobi_primary_mean,icobi_primary_pair,icohp_primary_mean,icohp_primary_pair,is_mixed_zintl,icobi_mean,icohp_mean,antibond_w_normalized,icobi_label
exp_metastable_ClF3_mp-556767,mp-556767,ClF3,,exp_metastable,False,0.0029946146875001745,Pnma,False,,0.6390166666666667,Cl-F,-5.217306666666667,Cl-F,False,0.6390166666666667,-5.217306666666667,0.1346693123861566,covalent
exp_metastable_Cs2Se_mp-1011696,mp-1011696,Cs2Se,,exp_metastable,False,0.004232759166664213,Pnma,False,,0.08107694444444444,Cs-Se,-0.6189336111111111,Cs-Cs,False,0.08107694444444444,-0.6189336111111111,0.0860711941638213,ionic
exp_metastable_CsH_mp-632319,mp-632319,CsH,,exp_metastable,False,0.016097849999999525,Pm-3m,False,,0.09349666666666667,Cs-Cs,-1.2305033333333333,Cs-Cs,False,0.09349666666666667,-1.2305033333333333,0.0677754114634803,ionic
exp_metastable_Cu3Ge_mp-19724,mp-19724,Cu3Ge,metallic,exp_metastable,False,0.01263984624999992,Pmmn,True,,0.13690333333333332,Cu-Ge,-0.834025,Cu-Ge,False,0.13690333333333332,-0.834025,0.0963386410682931,metallic
exp_metastable_FeTe2_mp-1102002,mp-1102002,FeTe2,,exp_metastable,False,0.04490969833333569,Pa-3,True,,0.4279391666666667,Fe-Te,-1.7861,Fe-Te,False,0.4279391666666667,-1.7861,0.040110499053713,metallic
exp_metastable_Ge4Rh_mp-1104286,mp-1104286,Ge4Rh,metallic,exp_metastable,False,0.09073754899999997,P3_121,True,,0.3354533333333334,Ge-Rh,-1.8036487499999998,Ge-Rh,False,0.3354533333333334,-1.8036487499999998,0.003439165491095,metallic
exp_metastable_GeSe2_mp-10074,mp-10074,GeSe2,covalent,exp_metastable,False,0.012493755416668861,I-42d,False,,0.9011287500000001,Ge-Se,-4.96822125,Ge-Se,False,0.9011287500000001,-4.96822125,0.0170954838790868,covalent
exp_metastable_H2O_mp-2739191,mp-2739191,H2O,,exp_metastable,False,0.049447999166666534,C222_1,False,,0.43721499999999996,H-O,-4.642638125,H-O,False,0.43721499999999996,-4.642638125,0.0087344209723717,ionic
exp_metastable_H3N_mp-643432,mp-643432,H3N,covalent,exp_metastable,False,0.0038271875000006617,P2_12_12_1,False,,0.8816400000000001,H-N,-8.063925833333334,H-N,False,0.8816400000000001,-8.063925833333334,3.5278365045806913e-05,covalent
exp_metastable_HI_mp-697025,mp-697025,HI,,exp_metastable,False,0.004366291041667303,C2/c,False,,0.49149624999999997,H-I,-2.7099312499999995,H-I,False,0.49149624999999997,-2.7099312499999995,0.0522313010798221,ionic
exp_metastable_IF7_mp-27988,mp-27988,IF7,,exp_metastable,False,0.006252095624999399,Aea2,False,,0.5305457142857143,F-I,-5.566218571428572,F-I,False,0.5305457142857143,-5.566218571428572,0.0568223486557926,covalent
exp_metastable_In3Ir_mp-630976,mp-630976,In3Ir,metallic,exp_metastable,False,0.004296428125002194,P4_2/mnm,True,,0.5910162499999998,In-Ir,-3.4701262500000003,In-Ir,False,0.5910162499999998,-3.4701262500000003,0.0,metallic
exp_metastable_InCl_mp-571636,mp-571636,InCl,covalent,exp_metastable,False,0.0016458790624991337,Cmc2_1,False,,0.16980285714285714,Cl-In,-0.8368485714285712,Cl-In,False,0.16980285714285714,-0.8368485714285712,0.0920509678653404,ionic
exp_metastable_K2S_mp-559278,mp-559278,K2S,,exp_metastable,False,0.0872531616666663,P6_3/mmc,False,,0.10399333333333333,K-S,-0.4891366666666666,K-S,False,0.10399333333333333,-0.4891366666666666,0.0071054434494952,ionic
exp_metastable_K_mp-10157,mp-10157,K,,exp_metastable,False,0.006930266250000372,Fm-3m,True,,0.04301333333333333,K-K,-0.08075000000000002,K-K,False,0.04301333333333333,-0.08075000000000002,0.0923355616099071,metallic
exp_metastable_Li13Sn5_mp-30769,mp-30769,Li13Sn5,metallic,exp_metastable,False,0.0033475494444448195,P-3m1,True,,0.60687,Sn-Sn,-2.78808,Sn-Sn,True,0.60687,-2.78808,0.0,metallic
exp_metastable_Li3Hg_mp-1646,mp-1646,Li3Hg,metallic,exp_metastable,False,0.0012975900000000706,Fm-3m,True,,0.1487557142857143,Hg-Li,-1.219407857142857,Hg-Li,False,0.1487557142857143,-1.219407857142857,0.0,metallic
exp_metastable_MgCl2_mp-570259,mp-570259,MgCl2,ionic,exp_metastable,False,0.0006391266666669893,P-3m1,False,,0.131235,Cl-Mg,-0.9334383333333335,Cl-Mg,False,0.131235,-0.9334383333333335,0.2905228565501504,ionic
exp_metastable_MgH2_mp-23711,mp-23711,MgH2,,exp_metastable,False,0.0018755891666670799,Pbcn,False,,0.1155575,H-Mg,-0.55951625,H-Mg,False,0.1155575,-0.55951625,0.0617091749356854,ionic
exp_metastable_MgPd3_mp-7753,mp-7753,MgPd3,metallic,exp_metastable,False,0.01137175124999068,Pm-3m,True,,0.25423083333333335,Pd-Pd,-1.7836983333333334,Pd-Pd,False,0.25423083333333335,-1.7836983333333334,0.0263780138292799,metallic
exp_metastable_Mo3Se4_mp-21021,mp-21021,Mo3Se4,,exp_metastable,False,0.06087143499999925,R-3,True,,0.49241333333333326,Mo-Se,-2.412364333333333,Mo-Se,False,0.49241333333333326,-2.412364333333333,0.0151203370772011,metallic
exp_metastable_NaN3_mp-1066400,mp-1066400,NaN3,,exp_metastable,False,0.0029249474999994973,R3m,False,,1.885325,N-N,-18.811320000000002,N-N,True,1.885325,-18.811320000000002,0.0,mixed
exp_metastable_Nb2O5_mp-1595,mp-1595,Nb2O5,,exp_metastable,False,0.007537548265307947,C2/m,False,,0.7547516666666665,Nb-O,-4.929553333333334,Nb-O,False,0.7547516666666665,-4.929553333333334,0.0074616382947228,covalent
exp_metastable_NiB_mp-14019,mp-14019,NiB,,exp_metastable,False,0.0018463106250017347,Cmcm,True,,0.69959,B-B,-6.1857,B-B,True,0.69959,-6.1857,0.0197573317760041,metallic
exp_metastable_NiHg4_mp-570835,mp-570835,NiHg4,metallic,exp_metastable,False,0.01705295800000073,Im-3m,True,,0.3124958333333333,Hg-Hg,-2.2179166666666665,Hg-Hg,False,0.3124958333333333,-2.2179166666666665,0.0,metallic
exp_metastable_NiS_mp-1547,mp-1547,NiS,,exp_metastable,False,0.014181840833332515,R3m,True,,0.26298,Ni-S,-1.5894566666666667,Ni-S,False,0.26298,-1.5894566666666667,0.1139841114669582,metallic
exp_metastable_PS_mp-612,mp-612,PS,covalent,exp_metastable,False,0.026489451484373205,C2/c,False,,0.9839568750000001,P-S,-5.89922125,P-S,False,0.9839568750000001,-5.89922125,0.0301077453040352,covalent
exp_metastable_PbAu2_mp-19871,mp-19871,PbAu2,metallic,exp_metastable,False,0.004742635416668861,Fd-3m,True,,0.3047925,Au-Au,-2.358575,Au-Au,False,0.3047925,-2.358575,0.0,metallic
exp_metastable_PbSe_mp-22009,mp-22009,PbSe,covalent,exp_metastable,False,0.07310882999999535,Fmm2,False,,0.41691399999999995,Pb-Se,-1.644538,Pb-Se,False,0.41691399999999995,-1.644538,0.0576420706988053,ionic
exp_metastable_Rb2Hg7_mp-31474,mp-31474,Rb2Hg7,metallic,exp_metastable,False,0.00452349037037425,P-3m1,True,,0.1919677777777778,Hg-Hg,-0.9499233333333331,Hg-Hg,False,0.1919677777777778,-0.9499233333333331,0.0,metallic
exp_metastable_Re3Ge7_mp-29141,mp-29141,Re3Ge7,metallic,exp_metastable,False,0.012616640750003683,Cmcm,True,,0.4553222000000001,Ge-Re,-2.2942273999999996,Ge-Re,False,0.4553222000000001,-2.2942273999999996,0.002211395310584,metallic
exp_metastable_SiO2_mp-546794,mp-546794,SiO2,covalent,exp_metastable,False,0.005647450555557043,I-42d,False,,0.7465774999999999,O-Si,-7.93833625,O-Si,False,0.7465774999999999,-7.93833625,0.0070730156795015,covalent
exp_metastable_SiRh_mp-2287,mp-2287,SiRh,metallic,exp_metastable,False,0.02456185499999819,P2_1/c,True,,0.2800825,Rh-Si,-1.6003553571428568,Rh-Si,False,0.2800825,-1.6003553571428568,0.0242612708204811,metallic
exp_metastable_SiS2_mp-1095294,mp-1095294,SiS2,covalent,exp_metastable,False,0.003013171666665926,P2_1/c,False,,0.9088806249999999,S-Si,-5.758471875,S-Si,False,0.9088806249999999,-5.758471875,0.0044203480926738,covalent
exp_metastable_Sn7Ir5_mp-20466,mp-20466,Sn7Ir5,metallic,exp_metastable,False,0.002421364999996456,I4mm,True,,0.537490909090909,Ir-Sn,-3.2800209090909096,Ir-Sn,False,0.537490909090909,-3.2800209090909096,0.0,metallic
exp_metastable_Sr2As_mp-15697,mp-15697,Sr2As,,exp_metastable,False,0.08000544425926037,I4/mmm,True,,0.07872111111111112,As-Sr,-0.27461388888888894,As-Sr,False,0.07872111111111112,-0.27461388888888894,0.209727040725327,metallic
exp_metastable_Sr5Sn3_mp-17720,mp-17720,Sr5Sn3,metallic,exp_metastable,False,0.003021452500000521,I4/mcm,True,,0.81817,Sn-Sn,-2.102225,Sn-Sn,True,0.81817,-2.102225,0.1796110993452015,metallic
exp_metastable_SrAl2_mp-1638,mp-1638,SrAl2,metallic,exp_metastable,False,0.013571949999999333,Fd-3m,True,,0.4262691666666667,Al-Al,-1.6648516666666666,Al-Al,False,0.4262691666666667,-1.6648516666666666,0.0003962460425146,metallic
exp_metastable_Ta7Co6_mp-1104548,mp-1104548,Ta7Co6,metallic,exp_metastable,False,0.0014632612820477675,R-3m,True,,0.4890791666666667,Co-Co,-3.0210733333333337,Co-Co,False,0.4890791666666667,-3.0210733333333337,0.0018165418428199,metallic
exp_metastable_Te2Au_mp-567525,mp-567525,Te2Au,,exp_metastable,False,0.027432493333336083,C2/m,True,,0.503555,Au-Te,-3.062678333333334,Au-Te,False,0.503555,-3.062678333333334,0.0497273330994599,metallic
exp_metastable_Te2Ir_mp-1551,mp-1551,Te2Ir,,exp_metastable,False,0.0030421406944398655,C2/m,True,,0.76205,Ir-Te,-4.4689016666666666,Ir-Te,False,0.76205,-4.4689016666666666,0.0230446016353831,metallic
exp_metastable_Ti3Ge_mp-1189044,mp-1189044,Ti3Ge,metallic,exp_metastable,False,0.013003969652777059,I-4,True,,0.32433555555555554,Ge-Ti,-1.6050580555555556,Ge-Ti,False,0.32433555555555554,-1.6050580555555556,0.0,metallic
exp_metastable_Y2O3_mp-558573,mp-558573,Y2O3,,exp_metastable,False,0.03422779625000061,C2/m,False,,0.42137824999999995,O-Y,-2.9843422499999996,O-Y,False,0.42137824999999995,-2.9843422499999996,4.409484884786131e-06,ionic
exp_metastable_ZnAg_mp-1912,mp-1912,ZnAg,metallic,exp_metastable,False,0.011211470555556602,Pm-3m,True,,0.20353749999999998,Ag-Zn,-1.82649875,Ag-Zn,False,0.20353749999999998,-1.82649875,0.0,metallic
exp_metastable_ZrBr_mp-1065846,mp-1065846,ZrBr,,exp_metastable,False,0.0007946975000017176,C2/m,True,,0.35278666666666664,Br-Zr,-2.0185383333333338,Br-Zr,False,0.35278666666666664,-2.0185383333333338,0.0,metallic
exp_metastable_ZrGa3_mp-30685,mp-30685,ZrGa3,metallic,exp_metastable,False,0.013019501250001397,I4/mmm,True,,0.29329999999999995,Ga-Zr,-1.8531783333333334,Ga-Zr,False,0.29329999999999995,-1.8531783333333334,0.0,metallic
exp_metastable_ZrRh_mp-2808,mp-2808,ZrRh,metallic,exp_metastable,False,0.08393397999999763,Pm-3m,True,,0.3061975,Rh-Zr,-1.4731925,Rh-Zr,False,0.3061975,-1.4731925,0.0093620850795459,metallic
exp_stable_As2S3_mp-1189572,mp-1189572,As2S3,covalent,exp_stable,False,0.0,P-1,False,,0.9135629166666667,As-S,-4.741610416666667,As-S,False,0.9135629166666667,-4.741610416666667,0.0538292828888408,covalent
exp_stable_AsF3_mp-28027,mp-28027,AsF3,covalent,exp_stable,False,0.0,Pna2_1,False,,0.6950866666666666,As-F,-6.340950833333333,As-F,False,0.6950866666666666,-6.340950833333333,0.1114206684445475,covalent
exp_stable_BI3_mp-23189,mp-23189,BI3,covalent,exp_stable,False,0.0,P6_3/m,False,,1.2726616666666666,B-I,-6.806128333333334,B-I,False,1.2726616666666666,-6.806128333333334,0.0231868024417106,covalent
exp_stable_BW_mp-7832,mp-7832,BW,,exp_stable,False,0.0,I4_1/amd,True,,0.4276975,B-B,-3.9556424999999997,B-B,False,0.4276975,-3.9556424999999997,0.0,metallic
exp_stable_BaAu2_mp-30363,mp-30363,BaAu2,metallic,exp_stable,False,0.0,P6/mmm,True,,0.6152233333333333,Au-Au,-3.0711766666666667,Au-Au,True,0.6152233333333333,-3.0711766666666667,0.0143629990227217,metallic
exp_stable_BaCl2_mp-568662,mp-568662,BaCl2,ionic,exp_stable,False,0.0,Fm-3m,False,,0.07486625,Ba-Cl,-0.5008050000000001,Ba-Cl,False,0.07486625,-0.5008050000000001,0.2997813896194985,ionic
exp_stable_BaH2_mp-23715,mp-23715,BaH2,,exp_stable,False,0.0,Pnma,False,,0.06153833333333335,Ba-H,-0.2535875,Ba-Ba,False,0.06153833333333335,-0.2535875,0.1495266101694915,ionic
exp_stable_Be2Cu_mp-2031,mp-2031,Be2Cu,metallic,exp_stable,False,0.0,Fd-3m,True,,0.36156083333333333,Be-Be,-3.08635,Be-Be,False,0.36156083333333333,-3.08635,0.0,metallic
exp_stable_Be2Nb3_mp-11272,mp-11272,Be2Nb3,metallic,exp_stable,False,0.0,P4/mbm,True,,0.42005,Be-Be,-3.5436199999999998,Be-Be,False,0.42005,-3.5436199999999998,0.0,metallic
exp_stable_Be2V_mp-11281,mp-11281,Be2V,metallic,exp_stable,False,0.0,P6_3/mmc,True,,0.365815,V-V,-2.7859304166666665,Be-Be,False,0.365815,-2.7859304166666665,0.0,metallic
exp_stable_CaAl4_mp-1749,mp-1749,CaAl4,metallic,exp_stable,False,0.0,I4/mmm,True,,0.45949692307692314,Al-Al,-1.87011,Al-Al,False,0.45949692307692314,-1.87011,0.0085733360298255,metallic
exp_stable_CaSn_mp-2450,mp-2450,CaSn,metallic,exp_stable,False,0.0,Cmcm,True,,0.704375,Sn-Sn,-2.1965500000000002,Sn-Sn,True,0.704375,-2.1965500000000002,0.0629060576868266,metallic
exp_stable_CdPd_mp-1696,mp-1696,CdPd,metallic,exp_stable,False,0.0,P4/mmm,True,,0.20218250000000001,Cd-Pd,-1.5904149999999997,Cd-Pd,False,0.20218250000000001,-1.5904149999999997,0.0,metallic
exp_stable_CoB_mp-20857,mp-20857,CoB,,exp_stable,False,0.0,Pnma,True,,0.4568275,B-B,-4.592765,B-B,False,0.4568275,-4.592765,0.0099245822130734,metallic
exp_stable_Cs2As3_mp-15557,mp-15557,Cs2As3,,exp_stable,False,0.0,Fmmm,False,,1.04305,As-As,-4.424758333333334,As-As,True,1.04305,-4.424758333333334,0.0385978849875964,mixed
exp_stable_FeS_mp-505531,mp-505531,FeS,,exp_stable,False,0.0,P4/nmm,True,,0.496675,Fe-S,-2.5882887500000002,Fe-S,False,0.496675,-2.5882887500000002,0.0736004018736488,metallic
exp_stable_Ge2Os_mp-10032,mp-10032,Ge2Os,metallic,exp_stable,False,0.0,C2/m,True,,0.40421125,Ge-Os,-2.1065637500000003,Ge-Os,False,0.40421125,-2.1065637500000003,0.0068563916448317,metallic
exp_stable_HfTc2_mp-1095669,mp-1095669,HfTc2,metallic,exp_stable,False,0.0,P6_3/mmc,True,,0.3774725000000001,Tc-Tc,-1.4428725,Tc-Tc,False,0.3774725000000001,-1.4428725,0.00984949654983,metallic
exp_stable_Hg4Pt_mp-936,mp-936,Hg4Pt,metallic,exp_stable,False,0.0,Im-3m,True,,0.54766375,Hg-Pt,-3.5587875,Hg-Pt,False,0.54766375,-3.5587875,0.0,metallic
exp_stable_HgF2_mp-8177,mp-8177,HgF2,,exp_stable,False,0.0,Fm-3m,False,,0.23204125,F-Hg,-1.87436,F-Hg,False,0.23204125,-1.87436,0.1659532730393452,ionic
exp_stable_InBr_mp-22870,mp-22870,InBr,covalent,exp_stable,False,0.0,Cmcm,False,,0.30099,In-In,-1.32921,In-In,False,0.30099,-1.32921,0.0929308657987146,ionic
exp_stable_KI_mp-22898,mp-22898,KI,ionic,exp_stable,False,0.0,Fm-3m,False,,0.08934333333333333,I-K,-0.4548666666666667,I-K,False,0.08934333333333333,-0.4548666666666667,0.0614818232644196,ionic
exp_stable_KN3_mp-827,mp-827,KN3,,exp_stable,False,0.0,I4/mcm,False,,1.888945,N-N,-18.49728,N-N,True,1.888945,-18.49728,0.0,mixed
exp_stable_Li2Se_mp-2286,mp-2286,Li2Se,,exp_stable,False,0.0,Fm-3m,False,,0.33994,Li-Se,-2.170245,Li-Se,False,0.33994,-2.170245,0.0,ionic
exp_stable_LiB_mp-1001835,mp-1001835,LiB,,exp_stable,False,0.0,P6_3/mmc,True,,1.1571150000000001,B-B,-9.98146,B-B,True,1.1571150000000001,-9.98146,0.0,metallic
exp_stable_Mg2Ni_mp-2137,mp-2137,Mg2Ni,metallic,exp_stable,False,0.0,P6_222,True,,0.08184166666666667,Ni-Ni,-0.24779166666666666,Ni-Ni,False,0.08184166666666667,-0.24779166666666666,0.6456757898715041,metallic
exp_stable_MgP4_mp-384,mp-384,MgP4,,exp_stable,False,0.0,P2_1/c,False,,0.9195800000000001,P-P,-5.021577,P-P,True,0.9195800000000001,-5.021577,0.0273158771999053,mixed
exp_stable_MnAl12_mp-1104165,mp-1104165,MnAl12,metallic,exp_stable,False,0.0,Im-3,True,,0.27984416666666667,Al-Mn,-1.628288666666667,Al-Al,False,0.27984416666666667,-1.628288666666667,0.0,metallic
exp_stable_MoSe2_mp-1634,mp-1634,MoSe2,covalent,exp_stable,False,0.0,P6_3/mmc,False,,0.6411291666666666,Mo-Se,-2.8467466666666663,Mo-Se,False,0.6411291666666666,-2.8467466666666663,0.0034520917914234,covalent
exp_stable_NaS_mp-2400,mp-2400,NaS,,exp_stable,False,0.0,P6_3/mmc,False,,0.9510000000000001,S-S,-4.72357,S-S,True,0.9510000000000001,-4.72357,0.127943678115714,mixed
exp_stable_Na_mp-10172,mp-10172,Na,,exp_stable,False,0.0,P6_3/mmc,True,,0.04698388888888889,Na-Na,-0.08388611111111113,Na-Na,False,0.04698388888888889,-0.08388611111111113,0.1167567185256103,metallic
exp_stable_Nb3Ir_mp-1458,mp-1458,Nb3Ir,metallic,exp_stable,False,0.0,Pm-3n,True,,0.41440875,Ir-Nb,-2.010335,Ir-Nb,False,0.41440875,-2.010335,0.0,metallic
exp_stable_NbGa3_mp-1973,mp-1973,NbGa3,metallic,exp_stable,False,0.0,I4/mmm,True,,0.3103991666666666,Ga-Nb,-1.7262341666666667,Ga-Ga,False,0.3103991666666666,-1.7262341666666667,0.0,metallic
exp_stable_PI2_mp-29443,mp-29443,PI2,covalent,exp_stable,False,0.0,P-1,False,,0.95857,P-P,-4.80053,P-P,True,0.95857,-4.80053,0.1080699958358691,mixed
exp_stable_PbSe_mp-2201,mp-2201,PbSe,covalent,exp_stable,False,0.0,Fm-3m,False,,0.345725,Pb-Se,-1.4608233333333336,Pb-Se,False,0.345725,-1.4608233333333336,0.0806975283157447,ionic
exp_stable_RbI_mp-22903,mp-22903,RbI,ionic,exp_stable,False,0.0,Fm-3m,False,,0.08403833333333333,I-Rb,-0.41617,I-Rb,False,0.08403833333333333,-0.41617,0.0534007465372877,ionic
exp_stable_Sc5Ge3_mp-17190,mp-17190,Sc5Ge3,metallic,exp_stable,False,0.0,P6_3/mcm,True,,0.3161588888888888,Ge-Sc,-1.5144994444444444,Ge-Sc,False,0.3161588888888888,-1.5144994444444444,0.0,metallic
exp_stable_ScAg2_mp-1018128,mp-1018128,ScAg2,metallic,exp_stable,False,0.0,I4/mmm,True,,0.20135846153846154,Ag-Ag,-1.5516261538461533,Ag-Ag,False,0.20135846153846154,-1.5516261538461533,0.0,metallic
exp_stable_ScTe_mp-10026,mp-10026,ScTe,,exp_stable,False,0.0,P6_3/mmc,True,,0.3365491666666667,Sc-Te,-1.5672541666666666,Sc-Te,False,0.3365491666666667,-1.5672541666666666,0.0,metallic
exp_stable_SnPt_mp-19856,mp-19856,SnPt,metallic,exp_stable,False,0.0,P6_3/mmc,True,,0.46125000000000005,Pt-Pt,-3.253465,Pt-Pt,False,0.46125000000000005,-3.253465,0.0,metallic
exp_stable_SrO2_mp-2697,mp-2697,SrO2,ionic,exp_stable,False,0.0,I4/mmm,False,,0.98352,O-O,-7.05734,O-O,True,0.98352,-7.05734,0.1840922631792376,mixed
exp_stable_SrSi_mp-2661,mp-2661,SrSi,metallic,exp_stable,False,0.0,Cmcm,True,,0.807685,Si-Si,-2.8883349999999997,Si-Si,True,0.807685,-2.8883349999999997,0.0564100282334615,metallic
exp_stable_Ta5Ge3_mp-17593,mp-17593,Ta5Ge3,metallic,exp_stable,False,0.0,I4/mcm,True,,0.35558999999999996,Ge-Ge,-2.67389,Ge-Ge,False,0.35558999999999996,-2.67389,0.0,metallic
exp_stable_TaP_mp-1067587,mp-1067587,TaP,,exp_stable,False,0.0,I4_1md,True,,0.47615166666666675,P-Ta,-2.747960833333334,P-Ta,False,0.47615166666666675,-2.747960833333334,0.0,metallic
exp_stable_TaSb2_mp-11697,mp-11697,TaSb2,metallic,exp_stable,False,0.0,C2/m,True,,0.48986125,Sb-Ta,-2.0334368749999996,Sb-Ta,False,0.48986125,-2.0334368749999996,0.0001847476828012,metallic
exp_stable_Te2Pd_mp-782,mp-782,Te2Pd,,exp_stable,False,0.0,P-3m1,True,,0.5812750000000001,Pd-Te,-3.5059983333333338,Pd-Te,False,0.5812750000000001,-3.5059983333333338,0.0291363560125981,metallic
exp_stable_Te2Ru_mp-267,mp-267,Te2Ru,covalent,exp_stable,False,0.0,Pnnm,False,,0.47232749999999996,Ru-Te,-2.2556375,Ru-Te,False,0.47232749999999996,-2.2556375,0.0486429377315832,ionic
exp_stable_TeO2_mp-8377,mp-8377,TeO2,covalent,exp_stable,False,0.0,P2_12_12_1,False,,0.621495,O-Te,-4.765323125,O-Te,False,0.621495,-4.765323125,0.0771606646128656,covalent
exp_stable_Ti3In_mp-866046,mp-866046,Ti3In,metallic,exp_stable,False,0.0,P6_3/mmc,True,,0.31282249999999995,Ti-Ti,-1.1763529166666669,In-Ti,False,0.31282249999999995,-1.1763529166666669,0.0,metallic
exp_stable_Ti3Pt_mp-2339,mp-2339,Ti3Pt,metallic,exp_stable,False,0.0,Pm-3n,True,,0.36322833333333326,Pt-Ti,-1.76983375,Pt-Ti,False,0.36322833333333326,-1.76983375,0.0,metallic
exp_stable_TiBe12_mp-1104067,mp-1104067,TiBe12,metallic,exp_stable,False,0.0,I4/mmm,True,,0.2185712121212121,Be-Be,-1.9903686363636368,Be-Be,False,0.2185712121212121,-1.9903686363636368,0.0,metallic
exp_stable_TiNi_mp-1048,mp-1048,TiNi,metallic,exp_stable,False,0.0,P2_1/m,True,,0.28183214285714286,Ni-Ti,-0.8684771428571427,Ni-Ti,False,0.28183214285714286,-0.8684771428571427,0.0058635180895278,metallic
exp_stable_TiO_mp-1071163,mp-1071163,TiO,,exp_stable,False,0.0,P-62m,True,,0.3593913333333333,O-Ti,-2.454733333333333,O-Ti,False,0.3593913333333333,-2.454733333333333,0.0014900343288705,metallic
exp_stable_TiSi2_mp-1077503,mp-1077503,TiSi2,metallic,exp_stable,False,0.0,Cmcm,True,,0.4598533333333334,Si-Si,-3.0700233333333333,Si-Si,False,0.4598533333333334,-3.0700233333333333,0.0,metallic
exp_stable_TlCl_mp-571079,mp-571079,TlCl,,exp_stable,False,0.0,Cmcm,False,,0.17167714285714283,Cl-Tl,-0.840904285714286,Cl-Tl,False,0.17167714285714283,-0.840904285714286,0.1078940656583018,ionic
exp_stable_VNi2_mp-11531,mp-11531,VNi2,metallic,exp_stable,False,0.0,Immm,True,,0.47686,V-V,-1.40292,V-V,False,0.47686,-1.40292,0.0917719736368544,metallic
exp_stable_WO2_mp-1524394,mp-1524394,WO2,,exp_stable,False,0.0,P2_1/c,True,,0.6713383333333333,O-W,-5.740790833333333,O-W,False,0.6713383333333333,-5.740790833333333,0.0038938931714418,metallic
